"","k__Bacteria","p__Actinobacteria","p__Bacteroidetes","p__Cyanobacteria","p__Firmicutes","p__Fusobacteria","p__OD1","p__Proteobacteria","p__Spirochaetes","p__SR1","p__TM7","c__Actinobacteria","c__Alphaproteobacteria","c__Bacilli","c__Bacteroidia","c__Betaproteobacteria","c__Chloroplast","c__Clostridia","c__Coriobacteriia","c__Cytophagia","c__Deltaproteobacteria","c__Epsilonproteobacteria","c__Erysipelotrichi","c__Flavobacteriia","c__Fusobacteriia","c__Gammaproteobacteria","c__Sphingobacteriia","c__Spirochaetes","c__TM7-3","o__Actinomycetales","o__Aeromonadales","o__Bacillales","o__Bacteroidales","o__Burkholderiales","o__Campylobacterales","o__Clostridiales","o__Coriobacteriales","o__CW040","o__Cytophagales","o__Enterobacteriales","o__Erysipelotrichales","o__Flavobacteriales","o__Fusobacteriales","o__Gemellales","o__Lactobacillales","o__Neisseriales","o__Pasteurellales","o__Pseudomonadales","o__Rhizobiales","o__Rhodobacterales","o__Rhodocyclales","o__Sphingobacteriales","o__Sphingomonadales","o__Spirochaetales","o__Streptophyta","o__Xanthomonadales","f__[Mogibacteriaceae]","f__[Paraprevotellaceae]","f__[Tissierellaceae]","f__[Weeksellaceae]","f__ACK-M1","f__Actinomycetaceae","f__Aerococcaceae","f__Aeromonadaceae","f__Alcaligenaceae","f__Bacteroidaceae","f__Burkholderiaceae","f__Campylobacteraceae","f__Carnobacteriaceae","f__Clostridiaceae","f__Comamonadaceae","f__Coriobacteriaceae","f__Corynebacteriaceae","f__Cryomorphaceae","f__Cytophagaceae","f__Enterobacteriaceae","f__Enterococcaceae","f__Erysipelotrichaceae","f__F16","f__Flavobacteriaceae","f__Fusobacteriaceae","f__Gemellaceae","f__Lachnospiraceae","f__Lactobacillaceae","f__Leptotrichiaceae","f__Leuconostocaceae","f__Microbacteriaceae","f__Micrococcaceae","f__Moraxellaceae","f__Neisseriaceae","f__Oxalobacteraceae","f__Pasteurellaceae","f__Peptostreptococcaceae","f__Porphyromonadaceae","f__Prevotellaceae","f__Propionibacteriaceae","f__Pseudomonadaceae","f__Rhizobiaceae","f__Rhodobacteraceae","f__Rhodocyclaceae","f__Rikenellaceae","f__Ruminococcaceae","f__Sphingomonadaceae","f__Spirochaetaceae","f__Streptococcaceae","f__Veillonellaceae","f__Xanthomonadaceae","g__[Eubacterium]","g__[Prevotella]","g__[Ruminococcus]","g__Acinetobacter","g__Actinomyces","g__Agrobacterium","g__Anaerococcus","g__Arcobacter","g__Atopobium","g__Bacteroides","g__Blautia","g__Bulleidia","g__Campylobacter","g__Capnocytophaga","g__Catonella","g__Chryseobacterium","g__Clostridium","g__Comamonas","g__Coprococcus","g__Corynebacterium","g__Dialister","g__Enhydrobacter","g__Enterococcus","g__Faecalibacterium","g__Flavobacterium","g__Fluviicola","g__Fusobacterium","g__Granulicatella","g__Haemophilus","g__Lachnospira","g__Lactobacillus","g__Lactococcus","g__Lautropia","g__Leptotrichia","g__Leuconostoc","g__Megasphaera","g__Microvirgula","g__Mogibacterium","g__Moryella","g__Neisseria","g__Oribacterium","g__Oscillospira","g__Parabacteroides","g__Parvimonas","g__Peptoniphilus","g__Peptostreptococcus","g__Porphyromonas","g__Prevotella","g__Propionibacterium","g__Pseudomonas","g__Rothia","g__Salinispora","g__Selenomonas","g__Streptococcus","g__Sulfurospirillum","g__Sutterella","g__Tannerella","g__Treponema","g__Veillonella","g__Vitreoscilla","g__Weissella","g__Zoogloea","s__acnes","s__aerodenitrificans","s__cibaria","s__confusa","s__copri","s__dentocariosa","s__dispar","s__endodontalis","s__fallax","s__johnsonii","s__luteciae","s__melaninogenica","s__moorei","s__mucilaginosa","s__nanceiensis","s__nigrescens","s__parainfluenzae","s__parvula","s__prausnitzii","s__rhizosphaerae","s__subflava","s__tannerae","s__uniformis","s__zeae","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Actinobacillus","g__Aggregatibacter","g__Butyrivibrio","g__Eikenella","g__Mycoplasma","f__Peptococcaceae","f__Bacillaceae","g__Finegoldia","s__dolichum","s__gnavus","g__Filifactor","s__socranskii","p__GN02","c__GKS2-174","o__MIZ46","s__fragilis","smokingstatus","bodysite"
"ESC.1.45.OPR",891,11,311,0,467,48,0,31,15,0,0,11,1,421,304,8,0,42,0,1,1,2,4,6,48,19,0,15,0,11,0,0,304,6,2,42,0,0,1,9,4,6,48,1,419,2,2,8,0,0,0,0,1,15,0,0,2,51,11,5,0,2,1,0,1,3,1,2,3,0,4,0,1,0,1,9,0,4,0,1,45,1,7,2,3,245,3,4,7,2,0,2,4,11,237,1,0,0,0,0,0,0,1,15,168,18,0,0,51,0,7,1,0,0,0,0,3,0,4,2,0,4,4,0,2,0,1,8,0,0,0,1,0,45,3,2,0,2,117,1,3,240,0,0,0,0,2,1,0,0,10,1,4,11,237,1,0,4,0,3,50,0,1,0,15,5,0,0,0,1,0,0,0,2,1,3,6,0,1,1,44,0,3,0,5,2,0,0,5,2,46,0,0,6,6,6,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,"NonSmoker","OPR"
"ESC.1.25.OPR",1607,31,628,0,317,374,0,106,2,7,141,29,0,69,613,17,0,241,2,0,0,72,7,15,374,17,0,2,141,29,0,0,613,0,72,241,2,12,0,0,7,15,374,2,67,17,17,0,0,0,0,0,0,2,0,0,6,118,1,0,0,25,0,0,0,0,0,72,0,0,0,2,0,0,0,0,0,7,12,15,79,2,112,0,294,1,0,4,0,17,0,17,0,19,475,0,0,0,0,0,0,0,0,2,66,119,0,0,118,0,0,24,0,0,0,2,0,0,7,72,15,2,0,0,0,0,0,1,0,0,0,0,0,79,0,16,0,0,1,0,294,0,4,0,0,9,17,20,0,0,1,0,0,11,475,0,0,4,0,12,65,0,0,3,2,97,0,0,0,0,0,0,0,0,0,90,0,0,0,0,214,0,4,6,2,16,1,0,0,12,0,0,0,1,1,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.58.OPR",1227,56,493,1,237,265,0,158,1,0,15,56,0,31,454,115,1,201,0,0,0,32,5,39,265,11,0,1,15,56,0,0,454,0,32,201,0,0,0,0,5,39,265,4,27,115,11,0,0,0,0,0,0,1,1,0,2,99,0,4,0,31,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,5,0,35,231,4,59,0,33,2,0,25,0,115,0,11,0,16,338,0,0,0,0,0,0,0,0,1,25,126,0,0,99,0,0,31,0,0,0,0,1,0,5,32,35,3,0,0,0,0,0,0,0,0,0,0,0,231,0,10,0,0,5,0,29,2,8,0,2,2,99,24,0,0,0,0,0,6,338,0,0,25,0,5,20,0,0,2,1,110,0,0,0,0,0,0,0,0,0,101,0,0,0,0,217,0,25,1,0,3,6,0,0,29,0,0,0,1,1,1,1,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.59.OPR",1584,202,441,1,772,77,0,29,0,0,62,145,0,385,439,9,1,379,57,0,0,10,8,2,77,10,0,0,62,145,0,0,439,1,10,379,57,2,0,3,8,2,77,8,377,7,5,2,0,0,0,0,0,0,1,0,2,116,0,2,0,91,0,0,0,0,0,10,7,0,1,57,0,0,0,3,0,8,2,0,29,8,83,1,48,55,0,53,1,7,0,5,2,12,298,1,0,0,0,0,0,0,0,0,314,283,0,0,116,0,1,91,0,0,0,57,0,0,8,10,0,0,2,0,0,0,0,10,0,0,0,0,0,29,7,5,0,1,33,0,47,53,42,0,2,41,7,4,0,0,0,0,0,10,298,0,0,53,0,0,280,0,0,1,0,221,0,1,0,0,0,0,0,2,0,189,2,0,0,1,230,2,52,5,0,4,12,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.31.OPR",840,9,409,0,166,210,0,14,31,1,0,6,0,65,408,1,0,96,3,0,0,10,5,1,210,3,0,31,0,6,0,0,408,0,10,96,3,0,0,1,5,1,210,19,46,1,2,0,0,0,0,0,0,31,0,0,7,21,42,1,0,1,0,0,0,0,0,10,0,0,0,3,0,0,0,1,0,5,0,0,191,19,5,0,7,2,0,5,0,1,0,2,0,4,383,0,0,0,0,0,0,0,0,31,44,34,0,0,21,0,0,1,0,0,0,3,0,0,5,10,0,4,1,0,0,0,0,22,0,0,0,0,0,191,0,2,0,0,3,0,7,2,0,0,0,0,0,0,0,0,40,2,0,3,383,0,0,5,0,2,41,0,0,1,31,10,0,0,0,0,0,0,0,0,0,8,3,0,0,0,11,0,5,0,138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,9,0,0,0,0,"NonSmoker","OPR"
"ESC.1.33.OPR",996,52,334,1,306,180,0,87,0,0,36,48,1,137,327,5,1,165,4,0,0,70,4,7,180,11,0,0,36,48,0,0,327,1,70,165,4,6,0,0,4,7,180,1,136,1,11,0,1,0,1,0,0,0,1,0,0,51,0,5,0,20,0,0,0,0,0,70,4,0,1,4,0,0,0,0,0,4,0,2,37,1,50,0,143,25,0,28,0,1,0,11,0,2,267,0,0,0,0,1,0,0,0,0,107,84,0,0,51,0,0,20,0,0,0,4,0,0,4,70,2,3,0,0,0,0,0,1,0,0,0,0,0,37,4,11,0,0,17,0,143,24,8,0,0,8,1,6,0,0,0,0,0,1,267,0,0,28,0,26,90,0,0,1,0,47,0,0,1,0,0,0,0,2,2,44,0,0,0,0,183,0,26,1,1,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.35.OPR",3205,177,1020,1,1325,362,0,266,2,0,52,142,0,635,995,120,1,670,35,0,0,91,20,25,362,55,0,2,52,142,0,1,995,3,91,670,35,3,0,4,20,25,362,19,615,116,50,1,0,0,1,0,0,2,1,0,12,89,0,11,0,46,0,0,0,0,3,91,10,0,0,35,0,0,0,4,0,20,2,14,111,19,119,3,250,107,0,96,0,116,0,50,1,34,870,0,0,0,0,1,0,0,0,2,495,527,0,0,89,0,0,46,0,0,1,35,0,0,20,90,14,2,1,0,0,0,0,6,0,0,0,0,0,111,10,18,0,3,19,3,250,105,44,0,1,26,85,35,0,0,0,0,0,22,870,0,0,96,0,94,475,0,0,3,2,373,0,0,0,0,0,0,0,2,0,328,1,0,0,0,558,1,96,1,9,16,17,0,0,31,0,0,0,0,0,0,0,11,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.22.OPR",1475,28,525,0,296,112,0,409,78,14,13,22,0,62,475,326,0,233,6,0,0,57,1,50,112,26,0,78,13,22,0,0,475,1,57,233,6,2,0,0,1,50,112,1,61,325,26,0,0,0,0,0,0,78,0,0,1,216,3,7,0,14,0,0,0,0,1,57,0,0,0,6,0,0,0,0,1,1,2,43,97,1,35,0,13,3,0,8,0,325,0,26,3,48,201,0,0,0,0,0,0,0,0,78,57,183,0,0,216,0,0,14,0,0,0,6,0,0,1,57,43,15,0,0,0,0,0,6,0,1,0,0,0,97,0,20,0,0,1,1,13,0,26,0,1,2,127,6,0,0,3,0,2,44,201,0,0,8,0,40,56,0,0,0,78,100,0,0,0,0,0,0,0,0,0,84,0,0,0,0,124,0,8,38,0,14,3,0,0,108,61,0,0,0,0,0,0,3,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,"Smoker","OPR"
"ESC.1.42.OPR",1192,48,485,0,404,213,0,22,3,0,17,36,0,92,485,0,0,302,12,0,0,19,10,0,213,3,0,3,17,36,0,0,485,0,19,302,12,3,0,0,10,0,213,0,92,0,3,0,0,0,0,0,0,3,0,0,4,97,1,0,0,10,0,0,0,0,0,19,5,0,0,12,0,0,0,0,0,10,3,0,2,0,57,0,210,15,0,26,0,0,0,3,0,2,379,0,0,0,0,0,0,0,0,3,72,235,0,0,97,0,0,10,0,0,0,12,0,0,10,19,0,0,0,0,0,0,0,5,0,0,0,0,0,2,5,3,0,0,0,0,210,15,32,0,0,2,0,9,0,0,1,0,0,1,379,0,0,26,0,21,72,0,0,1,3,148,0,0,0,0,0,0,0,1,0,106,0,0,0,0,252,1,25,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,"Smoker","OPR"
"ESC.1.53.OPR",1479,91,332,0,373,146,0,514,2,0,21,78,34,126,325,324,0,233,13,1,0,27,14,6,146,129,0,2,21,78,0,0,325,320,27,233,13,7,1,2,14,6,146,0,126,4,5,119,32,0,0,0,1,2,0,0,2,16,0,2,0,14,1,0,0,0,2,27,2,0,316,13,0,0,1,2,0,14,7,4,66,0,97,0,80,36,56,5,0,4,0,5,2,2,306,1,119,20,0,0,0,4,1,2,87,105,0,0,16,0,0,14,1,0,0,13,0,2,14,27,2,2,1,0,0,0,0,1,0,0,0,2,0,66,2,5,0,0,21,1,80,34,4,0,1,15,3,8,2,0,0,0,2,2,306,1,118,5,1,14,66,0,0,0,2,84,0,0,0,1,0,0,0,0,0,73,0,0,0,0,168,1,4,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.56.OPR",1157,92,411,0,384,92,0,154,11,0,5,88,0,118,410,89,0,254,4,0,0,26,12,1,92,39,0,11,5,88,0,0,410,6,26,254,4,3,0,1,12,1,92,2,116,83,36,2,0,0,0,0,0,11,0,0,7,19,4,0,0,21,2,0,0,0,6,26,5,0,0,4,0,0,0,1,0,12,3,1,90,2,30,0,2,16,0,66,1,83,0,36,4,13,377,0,0,0,0,0,0,0,0,11,93,205,0,0,19,0,1,20,0,0,0,4,0,0,12,26,1,2,0,0,0,0,0,7,0,0,0,0,0,90,5,31,0,0,15,6,2,16,14,0,2,1,82,19,0,0,4,0,0,13,377,0,0,66,0,4,78,0,0,0,11,174,0,0,0,0,0,0,0,0,0,147,8,0,0,0,223,2,63,0,0,31,8,0,1,78,4,0,0,6,6,6,6,0,5,0,0,6,0,0,0,0,0,4,0,0,0,0,0,"Smoker","OPR"
"ESC.1.62.OPR",1450,26,484,0,397,181,0,261,11,68,21,25,0,228,290,126,0,168,1,0,0,20,1,194,181,115,0,11,21,25,0,0,290,8,20,168,1,2,0,0,1,194,181,6,222,117,114,1,0,0,0,0,0,11,0,0,2,63,4,1,0,9,0,0,0,0,7,20,3,0,1,1,0,0,0,0,0,1,1,193,169,6,49,0,11,17,0,16,1,117,0,114,4,148,79,0,0,0,0,0,0,0,0,11,202,101,0,0,63,0,1,9,0,0,0,1,0,0,1,20,193,5,0,0,0,0,0,0,0,0,0,0,0,169,3,87,0,0,11,7,10,17,0,0,0,13,107,12,0,0,3,0,0,148,79,0,0,16,0,1,191,0,0,0,11,100,0,0,0,0,0,0,0,0,0,73,1,0,0,0,5,0,15,4,0,86,17,0,1,100,4,0,0,1,1,1,1,11,4,0,5,1,0,0,1,0,0,1,0,0,0,0,0,"Smoker","OPR"
"ESC.1.52.OPR",1259,99,517,0,520,103,0,11,0,0,9,77,0,133,517,6,0,382,22,0,0,4,5,0,103,1,0,0,9,77,0,0,517,4,4,382,22,0,0,0,5,0,103,5,128,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,53,0,0,0,0,4,4,6,0,0,22,0,0,0,0,0,5,0,0,11,5,88,0,90,1,0,23,0,2,0,0,0,0,513,0,0,0,0,0,0,2,0,0,121,290,0,1,3,0,0,53,0,0,0,22,0,2,4,4,0,2,0,0,0,0,0,2,0,0,0,0,0,11,6,0,0,0,6,4,90,1,38,0,0,21,2,7,0,0,0,0,0,0,513,0,0,23,0,4,115,0,0,0,0,219,0,0,0,0,0,0,0,0,0,147,0,0,0,0,390,1,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.3.OPR",774,95,256,113,275,4,0,29,0,0,2,87,0,86,256,2,113,188,8,0,0,15,1,0,4,12,0,0,2,87,0,0,256,0,15,188,8,0,0,0,1,0,4,0,86,2,12,0,0,0,0,0,0,0,113,0,0,1,0,0,0,39,0,0,0,0,0,15,9,0,0,8,0,0,0,0,0,1,0,0,4,0,5,0,0,2,0,48,0,2,0,12,1,2,253,0,0,0,0,0,0,0,0,0,75,181,0,0,1,0,0,38,0,0,0,8,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,253,0,0,48,0,0,75,0,0,0,0,181,0,0,0,0,0,0,0,0,0,164,1,0,0,0,236,0,48,0,2,12,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Smoker","OPR"
"ESC.1.23.OPR",1256,30,493,0,537,97,0,80,5,0,11,21,1,139,489,0,0,398,9,0,0,52,0,4,97,27,0,5,11,21,0,0,489,0,52,398,9,3,0,1,0,4,97,1,138,0,24,1,0,1,0,0,0,5,0,0,0,14,11,2,0,19,0,0,0,0,0,52,0,0,0,9,0,0,0,1,0,0,2,2,14,1,55,0,83,2,0,2,1,0,0,24,0,27,446,0,0,0,1,0,0,0,0,5,136,330,0,0,14,0,0,19,0,0,0,9,0,0,0,52,2,2,1,0,0,0,0,2,0,0,0,0,0,14,0,24,0,0,2,0,72,1,14,0,0,3,0,15,0,0,11,0,0,26,446,0,0,2,0,86,134,0,0,1,5,207,0,0,0,0,0,0,0,0,0,177,12,0,0,0,278,0,2,0,1,1,10,0,0,0,0,0,0,3,3,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.50.OPR",1503,37,437,0,326,256,0,415,9,2,20,36,0,103,398,308,0,220,1,0,0,29,3,39,256,78,0,9,20,36,0,0,398,0,29,220,1,6,0,1,3,39,256,7,96,308,77,0,0,0,0,0,0,9,0,0,5,97,10,3,0,9,1,0,0,0,0,29,2,0,0,1,0,0,0,1,0,3,5,36,183,7,73,0,71,4,0,27,0,308,0,77,2,112,182,0,0,0,0,0,0,0,0,9,89,128,0,0,97,0,0,9,0,0,0,1,0,0,3,29,36,2,0,0,0,0,0,1,0,0,0,0,0,183,2,72,0,0,2,0,71,4,13,0,0,7,303,16,0,0,10,0,2,107,182,0,0,27,0,3,87,0,0,3,9,108,0,0,0,0,0,0,0,0,0,90,0,0,0,0,76,0,27,2,0,72,13,0,0,275,50,0,0,0,0,0,0,3,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,"Smoker","OPR"
"ESC.1.11.OPR",995,55,341,0,281,167,0,86,6,0,59,44,0,17,330,39,0,262,11,0,0,45,2,11,167,2,0,6,59,44,0,0,330,0,45,262,11,2,0,0,2,11,167,1,16,39,2,0,0,0,0,0,0,6,0,0,1,11,0,0,0,35,0,0,0,0,0,45,0,0,0,11,0,0,0,0,0,2,2,11,42,1,103,0,123,2,0,9,0,39,0,2,0,8,311,0,0,0,0,0,0,0,0,6,14,119,0,0,11,0,0,35,0,0,0,11,0,0,2,45,11,0,0,0,0,0,0,1,0,0,0,0,0,42,0,2,0,0,2,0,123,0,11,0,0,21,38,10,0,0,0,0,0,2,311,0,0,9,0,9,12,0,0,1,6,92,0,0,0,0,0,0,0,1,0,75,0,0,0,0,186,1,9,0,1,2,9,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.15.OPR",970,27,509,0,359,13,0,56,0,1,5,19,0,85,509,49,0,260,8,0,0,2,14,0,13,5,0,0,5,19,0,0,509,49,2,260,8,0,0,1,14,0,13,1,84,0,4,0,0,0,0,0,0,0,0,0,0,23,0,0,0,6,0,0,49,322,0,2,3,2,0,8,0,0,0,1,0,14,0,0,8,1,113,0,5,12,0,13,0,0,0,4,0,2,117,0,0,0,0,0,19,65,0,0,69,49,0,0,23,3,0,6,0,0,0,8,322,9,1,2,0,0,0,1,0,4,0,0,0,0,16,0,0,8,3,4,32,0,3,0,5,2,2,0,0,2,0,1,1,2,0,0,0,0,117,0,0,13,0,0,66,0,49,0,0,41,0,0,0,0,0,0,0,5,0,29,0,0,0,0,67,0,12,0,0,4,0,16,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.37.OPR",1302,116,333,0,573,74,0,189,1,0,16,115,2,411,328,60,0,152,1,0,1,57,10,5,74,69,0,1,16,115,0,0,328,5,57,152,1,8,0,37,10,5,74,5,406,54,25,7,1,0,0,0,1,1,0,0,0,28,3,1,0,12,2,0,0,18,4,57,12,0,0,1,0,0,0,37,0,10,7,4,52,5,62,1,21,177,0,102,7,54,0,25,2,23,257,0,0,1,0,0,0,1,1,1,214,79,0,0,28,0,6,12,1,0,0,1,18,1,10,57,4,0,0,0,0,0,0,1,1,0,1,0,0,52,12,24,1,1,43,3,21,170,0,0,0,14,53,21,0,0,3,0,0,22,257,0,0,102,1,3,171,0,0,0,1,75,1,1,0,0,0,0,0,0,2,67,0,0,0,0,189,2,100,1,2,22,4,1,5,34,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.47.OPR",1198,32,353,2,390,140,0,254,3,12,9,32,0,205,307,204,2,176,0,1,0,13,9,45,140,37,0,3,9,32,0,0,307,0,13,176,0,1,1,0,9,45,140,12,193,203,34,3,0,0,0,0,0,3,2,0,1,32,12,9,0,13,0,0,0,0,0,13,5,0,0,0,0,0,1,0,0,9,1,34,122,12,31,1,18,84,1,18,1,203,0,34,2,132,143,0,0,0,0,0,0,0,0,3,103,129,0,0,32,0,1,13,0,0,0,0,0,0,7,13,34,3,1,0,0,0,0,0,0,0,0,0,0,122,5,32,0,1,18,0,18,83,0,0,0,1,202,13,0,0,12,0,1,130,143,0,0,18,0,0,85,0,0,0,3,129,0,0,0,0,0,0,0,0,1,113,2,0,0,0,52,2,17,32,0,32,8,0,1,199,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.46.OPR",1015,29,517,0,270,165,0,28,1,0,5,22,0,50,514,6,0,215,7,0,0,20,5,3,165,2,0,1,5,22,0,0,514,1,20,215,7,2,0,0,5,3,165,2,48,5,2,0,0,0,0,0,0,1,0,0,3,62,2,0,0,18,0,0,0,0,0,20,1,0,0,7,0,0,0,0,0,5,2,3,94,2,94,0,70,7,0,4,0,5,1,2,0,16,431,0,0,0,0,0,0,0,0,1,40,111,0,0,62,0,0,18,0,0,0,7,0,0,5,20,3,1,0,0,0,0,0,2,0,0,0,0,0,94,1,2,0,0,7,0,70,4,11,0,0,15,5,40,0,0,2,0,0,4,431,0,0,4,0,22,33,0,0,2,1,70,0,0,0,0,0,0,0,3,0,63,1,0,0,0,279,1,4,0,4,2,4,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"NonSmoker","OPR"
"ESC.1.36.OPR",946,141,245,0,347,167,0,41,0,0,5,127,0,140,242,4,0,205,14,0,0,8,2,3,167,29,0,0,5,127,1,0,242,0,8,205,14,0,0,0,2,3,167,4,135,3,28,0,0,0,0,0,0,0,0,0,3,16,0,0,0,41,0,1,0,0,0,8,7,0,0,14,0,0,0,0,1,2,0,3,107,4,42,0,59,30,0,86,0,3,0,28,1,3,219,0,0,0,0,0,0,0,0,0,97,159,0,0,16,0,0,41,0,0,0,14,0,0,2,8,3,4,0,0,0,0,0,0,0,0,0,0,0,107,7,28,0,0,6,0,59,30,3,0,3,21,3,7,0,0,0,0,0,1,219,0,0,86,0,0,91,0,0,0,0,155,0,0,0,0,0,0,0,0,0,142,0,0,0,0,194,0,85,1,0,27,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.14.OPR",869,31,307,0,246,149,0,110,1,0,20,27,0,40,264,47,0,193,4,0,0,22,13,43,149,41,0,1,20,27,0,0,264,0,22,193,4,8,0,0,13,43,149,7,33,47,41,0,0,0,0,0,0,1,0,0,5,14,11,8,0,25,0,0,0,0,0,22,7,0,0,4,0,0,0,0,0,13,8,35,114,7,46,0,34,0,0,2,0,47,0,41,1,59,185,0,0,0,0,0,0,0,0,1,26,126,0,0,14,0,0,25,0,0,0,4,0,0,13,22,35,1,0,0,0,0,0,1,0,0,0,0,0,114,7,40,0,0,0,0,34,0,1,0,0,7,46,24,0,0,11,0,1,45,185,0,0,2,0,2,26,0,0,3,1,120,0,0,0,0,0,0,0,0,0,100,3,0,0,0,93,1,2,8,13,40,10,0,0,40,0,0,0,4,4,4,4,1,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.34.OPR",1344,88,144,0,842,38,0,193,5,0,20,87,61,730,122,50,0,112,1,0,0,23,0,22,38,59,0,5,20,87,1,2,122,49,23,112,1,5,0,17,0,22,38,1,727,0,28,11,2,0,0,0,55,5,0,1,0,3,0,11,2,34,0,1,0,6,0,23,4,2,3,1,1,2,0,17,3,0,0,9,27,1,3,3,11,381,2,45,6,0,39,28,0,7,106,3,1,2,0,0,0,2,55,5,336,104,1,0,3,0,5,34,2,0,0,1,6,0,0,23,1,0,11,0,1,0,1,1,0,2,0,8,2,27,4,22,1,2,175,0,11,363,2,0,0,0,0,0,0,0,0,0,0,1,106,2,0,45,0,3,160,0,0,4,5,98,0,0,0,2,0,0,0,4,1,81,0,1,0,2,43,0,44,0,5,0,9,0,4,0,0,0,0,13,13,13,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.19.OPR",435,56,42,0,175,12,0,148,0,0,2,56,0,145,37,117,0,30,0,0,0,6,0,5,12,25,0,0,2,56,0,0,37,1,6,30,0,0,0,1,0,5,12,1,144,113,21,3,0,0,0,0,0,0,0,0,1,5,0,5,0,3,0,0,0,8,0,6,3,1,1,0,1,0,0,1,3,0,0,0,8,1,8,0,4,64,0,52,3,113,0,21,0,10,13,0,0,0,0,0,0,2,0,0,74,18,0,0,5,0,3,2,0,0,0,0,8,0,0,6,0,0,2,1,0,0,1,0,0,3,0,0,0,8,3,20,0,0,18,0,4,11,0,0,0,0,111,2,0,0,0,0,0,10,13,0,0,52,0,0,55,0,0,0,0,17,1,1,0,0,0,0,0,0,1,11,0,0,0,0,7,0,50,0,0,20,1,0,3,98,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.27.OPR",1450,53,621,0,170,228,0,316,4,35,22,53,0,74,361,146,0,95,0,0,0,36,1,260,228,134,0,4,22,53,0,0,361,0,36,95,0,2,0,0,1,260,228,4,70,146,133,1,0,0,0,0,0,4,0,0,4,78,1,9,0,14,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,1,0,251,209,4,22,0,19,1,0,39,0,146,0,133,1,182,101,0,0,0,0,0,0,0,0,4,68,66,0,0,78,0,0,13,0,0,0,0,0,0,1,36,251,1,0,0,0,0,0,0,0,0,0,0,0,209,1,132,0,0,2,0,19,1,0,0,2,1,145,7,0,0,1,0,0,182,101,0,0,39,0,0,66,0,0,0,4,66,0,0,0,0,0,0,0,0,0,51,1,0,0,0,9,0,39,14,0,132,8,0,0,123,3,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
